id	authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding	falsified_media
532	Christophe Ankunding	"As shown in Figure 2a, in PC-3 and LNCaP
cells, H2O2 treatment activated JNK in a time-dependent
manner; the changes in the levels of c-Jun and phospho-c-
Jun were paralleled to the phosphorylated levels of JNK,
which is consistent with previous studies.24"	Infect. Immun. Mar. 2004, p. 1223Ã1229 Vol. 72, No. 3	10.1128/IAI.63.3.0914-3688.2019	2019	December	1	0	1	1	Rotated microscopy images	1	NA	0	1	0	1	Christophe Ankunding	National Yang-Ming University	79	13060	2017	2020	Cytokinesis|Molecular biology|TLR4|Immunity|State government|Immunology|Biology|XIAP|Virology|Bacillus anthracis	Journal publications	Shane Raynor|Tierra Fahey|Adalberto Hintz|Kelly Padberg|Clemmie Tillman|Vance Smitham|Leila Jacobs|Cheng Ming Chiang|Juliana Kautzer|Winona Roberts	FEBS Letters|European Physical Journal C|Nature Communications|PLOS ONE|Acta Tropica|Organic Letters|Developments in biologicals|Cell Biology International|Clinical Infectious Diseases|Evidence-based Complementary and Alternative Medicine|Journal of Clinical Investigation	National Yang-Ming University|Vanderbilt University Medical Center|Pennsylvania State University|University at Buffalo|Howard Hughes Medical Institute|French Institute of Health and Medical Research|Emory University|China Medical University (PRC)|Rice University|McGill University|Sichuan Agricultural University	NA	10	1	11	11	0	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	3	26.333333333333332	NA	NA	4	74604	10	0	12	8	6	40	public	TRUE
533	Geovany Friesen	2.9.	PLOS Genetics, July 2014 | Volume 10 | Issue 7 | e1004480	10.1371/journal.pgen.10.1371	2004	September	0	0	0	0	Duplicated bands within same blot panel	1	NA	1	0	0	1	Geovany Friesen	Guangdong Medical College	333	8540	1994	2014	Helicobacter pylori|Medicine|Semantic similarity|Skeletal muscle|Virus|Endosome|Biology|Cell biology|Apoptosis|Virulence	Journal publications	Manuela Kling|Alayna Konopelski|Tom Weber|Jerod Cummerata|Greta Wolff|Mozell Torp|Jaclyn Connelly|Zetta Upton III|Virginia Feest|Alexandra Yundt	PLOS Genetics|Journal of Biological Chemistry|PLOS Genetics|The Journal of Neuroscience|Applied and Environmental Microbiology|Journal of General Virology|Future Microbiology|Chemical Communications|PLOS ONE|Biochemical and Biophysical Research Communications|PLOS Pathogens	Guangdong Medical College|University of Geneva|CERN|Beckman Research Institute|Semmelweis University|University of Washington|Max Planck Society|Washington University in St. Louis|Hebrew University of Jerusalem|St Mary's Hospital|University of California, Los Angeles	NA	10	1	11	11	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	26	12.807692307692308	Master	Pharmacology	7	182005	0	1	24	19	6	42	public	TRUE
534	Johnpaul Harber	Cavallo-Medved D, Mai J, Dosescu J, et al.	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245	10.1155/2010/642949	2010	August	1	0	1	0	Duplicated blot, lanes within blot	1	NA	1	1	0	1	Johnpaul Harber	Universiti Teknologi MARA	30	2250	2009	2010	Virology|Catenin|Locus (genetics)|Immunology|Progenitor cell|NOD mice|Cancer|Biology|Lymphocyte function-associated antigen 1|Pathology	Journal publications	Alysha Mayert|Maud Bailey|Jayden Johns|Bethany A. Herbert|Tamara King|Savannah Miller|Marcelino Reynolds|Roxane Veum|Kara Buckridge|Queen Herman	PLOS ONE|Journal of Molecular Endocrinology|Protein Expression and Purification|Food Chemistry|Journal of Clinical Microbiology|PLOS ONE|Evolutionary Applications|International Journal of Oncology|Nuclear Receptor|Journal of Smooth Muscle Research|Evidence-based Complementary and Alternative Medicine	Universiti Teknologi MARA|Massachusetts Institute of Technology|Moscow State University|University College London|University of Melbourne|Columbia University|University of Paris-Sud|Shanghai University|French Institute of Health and Medical Research|Hebrew University of Jerusalem|National Taiwan University	NA	10	1	11	11	0	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	11	2.727272727272727	NA	NA	4	92848	8	2	13	4	8	27	public	TRUE
535	Aiyana Cummings	"An MTT solution of 100 ðœ‡L was added to each well
of a 96-well plate in the dark (1mL of MTT reagent was
added to 9mL of phenol-red-free, serum-free medium) and
incubated in a 37âˆ˜C, 5% CO

2
environment for 2 h."	Breast Cancer Research 2012, 14:R86	10.1186/bcr8366	2009	May	0	1	1	1	Duplicated gel panels	1	NA	0	1	1	1	Aiyana Cummings	University of Phoenix Online	54	9066	2007	2011	Immune system|Aquaporin 4|Euclidean distance|Fusarium|Medicine|Endocrinology|Gene expression|Heat shock protein|Biology|Genetics	Journal publications	Aletha Emard|Dr. Isaac Breitenberg|Faustino Stoltenberg|Rory Harªann|Bart Dach|Abigale Fahey|Dhanashri Thorat|Ann M. Reynolds|Alisa Schultz|Jules Runolfsdottir	Breast Cancer Research|Clinical and Investigative Medicine|Annals of the New York Academy of Sciences|Infection and Immunity|Food Chemistry|Journal of Clinical Oncology|Cell Reports|Clinical Endocrinology	University of Phoenix Online|Johns Hopkins University School of Medicine	NA	10	1	8	2	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	13	4.153846153846154	PhD	Cancer Biology	10	224634	7	0	21	16	11	39	public	TRUE
536	Ryley Turcotte	"In the sham group,
saline was applied over the dura.

1 MARCH 2013 VOL 339 SCIENCE www.sciencemag.org1094"	BioMed Research International, Volume 2014, Article ID 272101	10.1155/2004/973947	2004	October	1	0	1	0	Overlapping microscopy images	1	NA	1	1	1	1	Ryley Turcotte	Peking Union Medical College Hospital	1	5803	2003	2017	Goose|Chemistry|Frizzled|Melanocyte|Lung cancer|Inorganic chemistry|Signal transduction|Cytotrophoblast|Autocrine signalling|Proteomics	Journal publications	Laurel Gislason|Cyrus Bradtke|Peggie Kuvalis|Deron Wisoky|Kasandra Mueller|Sylvan Pfannerstill|Bud Green|Queen Herman|Keira Kautzer|Oleta Rath	BioMed Research International|PLOS Pathogens|Journal of Biomedical Materials Research Part B|Cell Metabolism|Infection and Immunity|Nature|Journal of the National Cancer Institute|PLOS ONE|Oncotarget	Peking Union Medical College Hospital|Boston Children's Hospital|Hebrew University of Jerusalem|Xi'an Jiaotong University|Saga Group|Howard Hughes Medical Institute|University of Michigan	NA	10	1	9	7	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	17	0.058823529411764705	NA	NA	4	74953	8	1	24	9	7	29	public  	TRUE
537	Lexi Gusikowski	"The ability of ovarian cancer cells to escape quiescence

and enter cycle after Mirk kinase inhibition was examined

by flow cytometry

Many cell manipulations are required for two-parameter flow
cytometry, which could cause loss of sub-G0/G1 apoptotic
cells, and therefore, the analysis of ovarian cancer cells was
carried out by one-parameter flow cytometry, measuring
DNA content after propidium iodide staining."	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013	10.3892/ijo.2011.7003	2011	September	0	0	0	1	Multiple cases of duplicated bands within same blot panel	1	NA	1	0	0	1	Lexi Gusikowski	Jewish General Hospital	249	6695	1997	2016	Endocrinology|Diabetes mellitus|Cancer research|Molecular biology|Small interfering RNA|DNA vaccination|Conjugated linoleic acid|Internal medicine|MAPK/ERK pathway|Transcription factor	Journal publications	Jordy McCullough V|Adalberto Hintz|Delores Mueller I|Carolyne Konopelski|Greta Wolff|Selena Hintz|Jalyn Hegmann|Jermey Mante|Keun-Bae Song|Shanel Hettinger	Annals of Oncology|Urologia Internationalis|Journal of Biological Chemistry|Free Radical Biology and Medicine|PLOS ONE|Cell Death & Differentiation|The Lancet|Best Practice & Research Clinical Haematology|Cell Transplantation|Laboratory Investigation|Microbiology	Jewish General Hospital|Dalhousie University|American University of Beirut|University of South China|German Cancer Research Center|Gachon University|King's College London	NA	10	1	11	7	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	23	10.826086956521738	NA	NA	4	216781	6	1	21	7	3	74	public	TRUE
538	Kathryne Bayer	"The goal of this study was to determine the role of the apical-

basal cell polarity machinery in tumorigenesis, with a focus on

the Par3 polarity protein."	Cytokine 48 (2009) 170Ã176	10.1016/j.cyto.2001.97.472	2001	May	1	0	1	0	Overlapping microscopy images	1	NA	0	0	1	1	Kathryne Bayer	Fudan University	46	8139	1997	2018	Molecular biology|Calcium signaling|Medicine|Microtubule|Cancer research|Chemical engineering|Immunology|Organic chemistry|Cell cycle|Receptor tyrosine kinase	Journal publications	Tia Hilpert|Jazlyn Douglas IV|Elmo McDermott|Nicola Buckridge|Jaqueline Haag|Lavon Price|Andy Yundt|Adell Koelpin|Rosendo Wuckert|Roxane Ledner	Chemico|International Immunopharmacology|Journal of Autoimmunity|Journal of Biomedical Nanotechnology|Journal of Structural Biology|Oncotarget|Natural Product Research|Journal of Dental Research|Cells|Molecular and Cellular Biology|Journal of Thoracic Oncology	Fudan University|University of Nebraskaâ€“Lincoln|American University of Beirut|Northwestern University|Eli Lilly and Company|University of Colorado Boulder|University of Wisconsin-Madison|University of North Carolina at Chapel Hill	NA	10	1	11	8	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	23	2	NA	NA	4	32211	3	0	21	2	17	46	public	TRUE
539	Delores Mueller I	"These results suggest that infection of osteoblasts by S.
pyogenes stimulates RANKL production and may trigger bone destruction in infected bone tissue."	Infection, and Immunity, September 2014 Volume 82 Number 9 p. 3867Ã3879	10.1128/IAI.70676-46	2004	August	0	1	1	0	possible duplicated lanes within same blot, patch in other blot	1	NA	0	0	1	1	Delores Mueller I	National Institute of Technology, Rourkela	72	4346	1997	2018	Metastasis|Surgery|Biology|Cancer research|Beta cell|Angiotensin II|Mutant|Type I collagen|Plateau|Immunology	Journal publications	Neha Stoltenberg|Marlee Hickle|Walter Schulist|Alexandrea Kassulke|Dangelo Wolff|Franz Beatty|Charlotte Suetta|Xzavier Denesik|Carson Sporer|Reta Leuschke	Infection and Immunity|PLOS ONE|Journal of Cellular Physiology|Environmental Microbiology	National Institute of Technology, Rourkela|Chongqing Medical University|French Institute of Health and Medical Research|Kafkas University|Tianjin Medical University|Australian National University	NA	10	1	4	6	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	23	3.130434782608696	Master	Chemistry, Biology, Pre-Med	7	92099	5	1	35	12	20	83	public	TRUE
540	Agustin Marks	"A 100 Âµl sample 
of solution containing 1x105 cells was incubated with 5 Âµl of 
Annexin V-FITC and 5 Âµl of propidium iodide for 15 min at 
room temperature in the dark, followed by addition of 400 Âµl 
of binding buffer."	Int. J. Cancer: 133, 2726Ã2736 (2013)	10.1002/ijc.64198	2019	October	1	0	0	0	Multiple, multiple cases of duplicated lanes within blots/gels	1	NA	1	0	0	1	Agustin Marks	University of Arizona	70	7309	2001	2019	Cobra Venoms|Biochemistry|Cell culture|Urology|Agonist|Membrane|Surgery|DNA methyltransferase|Biology|Echinococcus granulosus	Journal publications	Abigale Fahey|Juliana Kautzer|Karen Reichel|Ambrose Rutherford|Nola Wilderman|Carleton Larkin|Carmine Corkery Sr.|Meghan Sanford|Abdul Rempel IV|Margie Graham	Autophagy|Infection, Genetics and Evolution|PLOS ONE|Physiological Genomics|Neoplasia|The Journal of Infectious Diseases|Immunology|Journal of Immunology|Cancer Research|Free Radical Biology and Medicine|European Journal of Clinical Pharmacology	University of Arizona|Imperial College London|East China University of Science and Technology|University of Worcester|Rice University|Kyoto Prefectural University of Medicine|Monash University	NA	10	1	11	7	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	19	3.6842105263157894	NA	NA	4	179529	12	0	16	9	2	77	public	TRUE
541	Dr. Anna O'Connell	"Below is the corrected version of Figure 2c with images of Un and
Coni."	Lung Cancer (2006) 53, 263Ã‘271	10.1016/j.lungcan.2003.85.493	2003	January	0	1	1	1	duplicated, and stretched blot	1	NA	0	1	1	1	Dr. Anna O'Connell	Marche Polytechnic University	230	15443	2003	2013	Fibroblast growth factor|Microbiology|Aggregatibacter actinomycetemcomitans|Adiponectin|Renal stem cell|Cell growth|Biology|Biochemistry|NOD mice|Cancer research	Journal publications	Belle Pacocha|Patrice ThÃ©rond|Freda Koss|Jermey Mante|Agustina Lindgren|Johnpaul Harber|Jaqueline Haag|Verner Hirthe|Syble Schaden|Eulah Price DVM	Proceedings of the National Academy of Sciences of the United States of America|Experimental Biology and Medicine|Cell Death & Differentiation|Food Control|Cytokine|Lung Cancer|RSC Advances|Biochimica et Biophysica Acta|Diseases of Aquatic Organisms|Journal of Structural Biology|Kidney & Blood Pressure Research	Marche Polytechnic University|Hoshi University|Rice University|Sungkyunkwan University|Texas A&M University System|University of Texas MD Anderson Cancer Center|Centre national de la recherche scientifique|College of Charleston|Capital Normal University|Federal University of SÃ£o Carlos|University of California, San Diego	NA	10	1	11	11	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	17	13.529411764705882	NA	NA	4	282328	7	1	27	1	9	51	public	TRUE
542	Justen Stanton	"a Parental SCP2 and p21/cyclin D1 double knockdown SCP2
cells were implanted into the mammary fat pad of four- to six-week-old female Balb/c nude mice."	Environmental Microbiology (2012) 14(10), 2788Ã2799	10.1111/j.8581-1955.2007.50113.x	2007	May	0	0	0	1	overlapping microscopy images	1	NA	1	0	1	1	Justen Stanton	Boston Children's Hospital	8	3892	1992	2020	Yeast|Biology|Cancer research|Microbiology|Medicine|Estrogen receptor|Western blot|Internal medicine|Theology|Molecular biology	Journal publications	Manuela Dietrich	Environmental and Molecular Mutagenesis|Gut	Boston Children's Hospital|Malaysian Nuclear Agency|McGill University	NA	1	1	2	3	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	28	0.2857142857142857	PhD	Neuroscience	10	370804	8	0	24	9	14	60	public	TRUE
543	Bette Jewess	"Par3 silencing dramatically
reduced tumor latency in both models and produced invasive and metastatic tumors that retained epithelial
marker expression."	Oncogene (2014) 33, 2295Ã2306	10.1038/onc.2018.407	2018	November	1	0	0	1	Mirrored blot	1	NA	0	0	0	1	Bette Jewess	University of Perugia	71	4418	2008	2018	Biology|Genetics|Carcinogenesis|Medicine|Norwalk virus|Immunology|Cell biology|Automotive industry|Matrix metalloproteinase|Inactivated vaccine	Journal publications	Hubert Schaefer I|Gretchen Thompson|Jasen Dickens|Trisha Harber|Anika Prosacco|Emilio Emmerich|Harley Pfeffer|Maurine Zulauf|Jessy Murray	Expert Opinion on Therapeutic Targets|Cold Spring Harbor Perspectives in Biology|Alcoholism: Clinical and Experimental Research|Proceedings of the National Academy of Sciences of the United States of America|Embo Molecular Medicine|Drug Design Development and Therapy|Hormone and Metabolic Research|International Journal of Implant Dentistry|Histology and Histopathology|Transfusion Medicine Reviews|Advanced Functional Materials	University of Perugia|Hyogo College of Medicine|Oita University|Pamukkale University|Columbia University|Chang Gung University|Johns Hopkins University|Central Drug Research Institute|I.M. Sechenov First Moscow State Medical University|University of Nebraska Medical Center|National Institute of Technology, Rourkela	NA	9	1	11	11	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	12	5.916666666666667	NA	NA	4	30348	14	0	0	8	12	69	public	TRUE
544	Delilah Hilll	"7. Tivendale KA, Logue CM, Kariyawasam S, Jordan D, Hussein A, Li G,
Wannemuehler Y, Nolan LK. 2010."	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245	10.1155/2010/312877	2010	July	0	1	0	1	Overlapping microscopy, duplicated bands within blots	1	NA	0	0	1	1	Delilah Hilll	Texas A&M University	57	429	2008	2014	Interferon type I|Virology|ErbB|Carcinogenesis|Proinflammatory cytokine|Chemistry|Molecular biology|Antigen|Pseudomonadaceae|Retinal degeneration	Journal publications	Polly Littel|Carlie Gislason|Isidro Torphy|Keira Kautzer|Juliana Kautzer|Amira Sauer|William Gusikowski|Agustina Sanford I|Zachariah Crooks III|Jarret Littel	PLOS ONE|Cancer Biomarkers|Journal of Virology|Surgical Endoscopy and Other Interventional Techniques|Infection and Immunity|Plant Foods for Human Nutrition|Biomedicine & Pharmacotherapy|FEBS Letters|Nephrology Dialysis Transplantation|Fems Microbiology Letters|Clinical and Vaccine Immunology	Texas A&M University|Central Taiwan University of Science and Technology|Georgia Institute of Technology|Kyoto University|University of Rouen|University of Oxford|Kuwait University|United States Department of Agriculture|Academia Sinica	NA	10	1	11	9	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	12	4.75	PhD	Cancer Biology	10	60621	7	1	29	16	5	54	public	TRUE
545	Agustina Lindgren	77:42â€“51.	Cytokine 48 (2009) 170Ã176	10.1016/j.cyto.2014.66.026	2014	March	0	1	1	0	Duplicated microscopy images, and other panels taken from previous paper	1	NA	1	0	0	1	Agustina Lindgren	Sun Yat-sen University	40	8865	2007	2019	Mutant|Stereochemistry|Genotype|Phosphorylation|Porcine epidemic diarrhea virus|Signal transduction|Virology|Metastasis|Interleukin 19|Biology	Journal publications	Kiarra Douglas|Carleton Larkin|Aliyah Buckridge|Nels McClure|Jerad Davis Sr.|Golden Huel|Adrianna Grady|Clare Lind|Helmer Roberts|Kody Towne	Chemico|The Journal of Experimental Biology|Journal of Investigative Dermatology|Journal of Immunology|ACS Nano|PLOS ONE|Apoptosis|European Respiratory Journal|Journal of Inorganic Biochemistry|Molecular Medicine Reports|BMC Genomics	Sun Yat-sen University|KAIST|Florida State University|University of SÃ£o Paulo|Chinese Ministry of Education|Thammasat University|College of Charleston|University of Arizona|SelÃ§uk University|University of Hong Kong|China Pharmaceutical University	NA	10	1	11	11	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	13	3.076923076923077	NA	NA	4	34540	10	0	33	12	8	42	private	TRUE
546	Ona Price	"which was significantly

lower than the i.v."	J. Clin. Microbiol. 2004, 42(2):665	10.1128/JCM.44.7.456-737.7004	2010	August	0	0	0	1	Overlapping microscopy images	1	NA	1	1	1	1	Ona Price	State University of New York System	40	14951	1992	2013	Internal medicine|Ecology|Monte Carlo method|Dominance (genetics)|Pathology|Medicine|Ureter|Cancer research|Ischemia|Activator (genetics)	Journal publications	Mina Feil|Jessy Murray|Reta Leuschke|Aiyana Kuhlman|Demarco Stokes|Julia Gerlach|Delores Mueller I|Francisco Halvorson|Ayana Muller|Dashawn Parisian IV	The Lancet|Pharmaceutical patent analyst|American Journal of Nephrology	State University of New York System|Brown University|University of Pavia|Gachon University|Pamukkale University|Pasteur Institute|Chinese Academy of Sciences|Howard Hughes Medical Institute|University Malaya Medical Centre|Harvard University	NA	10	1	3	10	0	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	28	1.4285714285714286	NA	NA	4	208457	8	1	17	15	4	62	public	TRUE
547	Adan Thompson Jr.	"(A) Serial dilution of mutant, rescued, and intragenic revertant strains on
control medium and (B) 8 mM Taxol-containing medium."	Oncogene (2014) 33, 2577Ã2588	10.1038/onc.2017.976	2017	July	1	0	1	0	Duplicated FACS plots, multiple cases	1	NA	1	0	0	1	Adan Thompson Jr.	University of Tasmania	104	2252	1994	2019	Heparan sulfate|Medicine|Active transport|Allele|Secretion|Heart disease|Renal function|Endocrinology|Molecular biology|Arsenic	Journal publications	Calista Rath|Alayna Konopelski|Sigurd Thompson|Juliana Kautzer|Corrine Purdy II|Roxane Ledner|Effie Wintheiser|Cornell O'Reilly|Winona Roberts|Franz Beatty	Oncology Reports|Journal of Venomous Animals and Toxins Including Tropical Diseases|Chemical Research in Toxicology|PLOS ONE|Oncotarget	University of Tasmania|French Institute of Health and Medical Research|Wonkwang University|Kuwait University|Tongji University|Kyoto University|University of Guelph|University of South Alabama|University of Oulu|Fourth Military Medical University|Pfizer	NA	10	1	5	11	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	26	4	NA	NA	4	54540	1	0	22	22	5	64	public	TRUE
548	Selena Kshlerin	https://doi.org/10.1371/journal.pone.0205288	PLOS One, January 2014 | Volume 9 | Issue 1 | e86342	10.1371/journal.pone.6673295	2013	April	1	0	1	0	duplicated blot, shifted microscopy	1	NA	0	0	1	1	Selena Kshlerin	University of Dundee	127	2917	2009	2016	Cancer research|Breast cancer|Chemistry|Immunohistochemistry|Pancreatic cancer|Corpus albicans|Recombinant DNA|Interferon type I|Cancer|Apoptosis	Journal publications	Alexandra Yundt|Alexandre Fadel|Selena Kshlerin|Toni Donnelly|Victoria McClure|Ezequiel Abernathy|Nola Wilderman|Monserrat Reilly DDS|Carson Sporer|Dariana Dietrich	PLOS ONE|Infection and Immunity|Proceedings of the National Academy of Sciences of the United States of America|Cryobiology|Clinica Chimica Acta|Journal of Biological Chemistry|Reviews in Fish Biology and Fisheries|Annals of Surgical Oncology|Clinical and Vaccine Immunology|Journal of Cell Biology	University of Dundee|Hebrew University of Jerusalem|Sichuan University|Genzyme|University of Iowa|University of Otago|Sichuan Agricultural University|Centers for Disease Control and Prevention|Florida State University|University of Alberta|Tianjin Medical University	NA	10	1	10	11	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	11	11.545454545454545	PhD	Biology	10	4235	4	0	9	12	10	59	public	TRUE
549	Cyrus Bradtke	84, no. 3, pp.	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012	10.3892/ijo.2001.3195	2001	November	0	1	1	1	Same band seen twice in one blot strip	1	NA	1	0	0	1	Cyrus Bradtke	University of Strasbourg	82	227	1996	2018	Biology|Apoptotic DNA fragmentation|Fas ligand|Metastasis|Corpus albicans|Biochemistry|Nanotechnology|Cancer cell|Na+/K+-ATPase|Endocrinology	Journal publications	Shea Crist|Mario Lubowitz|Clementina Mosciski|Tamara King|Alysha Mayert|Nicolas Bergnaum|Rosalind Volkman|Maurine Zulauf|Cecile Jones|Beatrice Reinger	Breast Cancer Research and Treatment|Mucosal Immunology|Journal of Virology	University of Strasbourg|University of Hong Kong|Baylor College of Medicine|China Medical University (PRC)|Samsung|Boston University|University of Vermont|Centre national de la recherche scientifique|University of Bordeaux	NA	10	1	3	9	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	24	3.4166666666666665	Other	Institute of Biochemistry and Molecular Biology	1	37933	9	1	11	12	7	77	public	TRUE
550	Lysanne Aufderhar	25.	Science 321, 1357 (2008)	10.1126/science.2195100	2019	March	0	1	1	1	Two sets of duplicated blot panels, one rotated	1	NA	0	0	1	1	Lysanne Aufderhar	I-Shou University	31	3374	2007	2019	Ubiquitin|Bacterial adhesin|Nanoparticle|Epithelial polarity|Plasmid|Retromer complex|Hepatitis B|Genotype|Cancer research|Internal medicine	Journal publications	Adell Koelpin|Myra Hagenes PhD|Francisco Halvorson|Delilah Hilll|Tremayne Casper|Cooper Tillman MD|Jaqueline Ward|Diamond Keeling|Ignacio Gislason|Jing Ping Wang	Clinica Chimica Acta|FEBS Letters|PLOS ONE|Molecular and Cellular Endocrinology|Oncology Letters|Infectious disorders drug targets|Targeted Oncology|American Journal of Surgery|European Journal of Drug Metabolism and Pharmacokinetics|Protoplasma|Cytokine	I-Shou University|Boston Children's Hospital|City University of New York|Ankara University	NA	10	1	11	4	0	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	13	2.3846153846153846	NA	NA	4	241935	3	0	16	7	13	76	 	TRUE
551	Eulalia Cormier	"This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted
use, distribution, and reproduction in any medium, provided the original author and source are credited."	Environmental Microbiology (2009) 11(5), 1126Ã1136	10.1111/j.3412-5079.2004.66734.x	2004	July	1	1	0	1	Two cases of duplicated blots, different exposure	1	NA	1	1	0	1	Eulalia Cormier	Wakayama Medical University	37	10801	1993	2012	Biochemistry|Linalool|Surgery|Materials science|Lipid peroxidation|Gene|Gingipain|Chemistry|Molecular biology|Cancer research	Journal publications	Jammie Kris|Leonard Goodwin MD|Greyson Kunze|Gunnar Hyatt|Runhui Liu|Keegan Jenkins|Cathrine Howell|Victoria McClure|Ole Zboncak|Ebba Bode	Molecular Microbiology|Journal of Biological Chemistry|Nitric Oxide|BMC Cell Biology|Journal of Periodontal Research|Genome Research	Wakayama Medical University|National Institutes of Health|Pontifical Catholic University of ValparaÃ­so|University of Bath|Georgia Institute of Technology|Queen's University Belfast|Science College	NA	10	1	6	7	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	27	1.3703703703703705	NA	NA	4	31116	1	1	11	12	3	53	public	TRUE
552	Nicolas Bergnaum	"SCIENCE VOL 321 5 SEPTEMBER 2008 1359

REPORTSCorrected 18 September 2015; see full text."	Cytokine 60 (2012) 718Ã730	10.1016/j.cyto.2001.68.467	2001	November	0	0	1	1	very similar negative microscopy images, very similar cell grouping in other image	1	NA	0	0	0	1	Nicolas Bergnaum	University of Hyogo	14	10853	1993	2020	Cancer research|Biochemistry|Botany|Heart disease|Biology|Gene knockdown|Ecology|Reporter gene|Phosphatase|Allele	Journal publications	Richmond Quitzon|Dora Kautzer|Tierra Fahey|Buck Walter|Kody Towne|Eleanora Fadel|Dr. Cristian Beatty|Percival Powlowski V|Jeffrey S. Wiese|Laverne Bergstrom	Journal of Cellular Physiology|Cell Cycle|Human Molecular Genetics|Free Radical Biology and Medicine|Frontiers in Immunology|Urologia Internationalis|Proceedings of the National Academy of Sciences of the United States of America|Frontiers in Bioscience|Cell Transplantation	University of Hyogo|Hyogo College of Medicine|University of California, Los Angeles|Oregon State University|Ohio State University|Mahidol University|Johns Hopkins University|Akita University|Shriners Hospitals for Children|Icahn School of Medicine at Mount Sinai|National Blood Service	NA	10	1	9	11	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	27	0.5185185185185185	Bachelor	Biostatistics	5	84597	5	1	25	8	13	64	public	TRUE
553	Clementina Mosciski	"(c) Wounds were made and HUVEC were pretreated with two
doses of ICAM blocking antibody and then treated with PGE2."	PLoS ONE 9(6): e99137, June 11, 2014. doi:10.1371/journal.pone.0099137	10.1371/journal.pone.3015112	2007	December	0	0	0	0	gel panel appears to have patches	1	NA	0	0	1	1	Clementina Mosciski	Indian Veterinary Research Institute	48	2768	1996	2011	Caspase 8|NOD mice|Biology|Animal welfare|Neuroscience|Pharmacology|Virology|Kinase|Pathology|Apoptosis	Journal publications	Maud Hoppe III|Kathryne Bayer|Justina Osinski PhD|Geovanny Veum|Walter Schulist|Simone Prosacco|Jean-Claude Lazzaroni|Lucinda Walter|Hubert Schaefer I|Breana Fadel	Journal of Clinical Oncology|Mbio|Bioorganic & Medicinal Chemistry|BMC Microbiology|PLOS Genetics|Cellular Microbiology|Nature Neuroscience|Journal of Molecular Cell Biology|International Journal of Oncology|Journal of Medicinal Chemistry|Journal of Experimental Marine Biology and Ecology	Indian Veterinary Research Institute|University of New Mexico|Max Planck Society	NA	10	1	11	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	24	2	NA	NA	4	155907	11	1	16	2	12	20	public	TRUE
554	Marlee Hickle	"Infection
