authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding
M. HyzdÕalov‡, J. Hofmanov‡, J. Pachern’k, A. Vaculov‡, A. Kozub’keSung	The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation	Cytokine 44 (2008) 33Ð43	10.1016/j.cyto.2008.06.003	2008	NA	0	1	0	0	Duplicated blot panel	1	NA	0	0	1	1	M. HyzdÕalov‡	Academy of Sciences of the Czech Republic	4	68	2008	2011	Biology|Cell culture|Apoptosis|Cellular differentiation|Butyrate|Cell|Cell biology|Docosahexaenoic acid|Sodium butyrate|Cell cycle	Journal publications	Alois Kozubík|Alena Hyršlová Vaculová|Jirina Hofmanová|Zuzana Sovjáková Koubková|Lenka Kocí|Jirina Hofmanova|Jirí Pacherník|Zuzana Pernicová|David Vydra|Radek Trojanec	Molecular Nutrition & Food Research|Cytokine|Cancer Genetics and Cytogenetics	Academy of Sciences of the Czech Republic|Masaryk University|Palacký University, Olomouc	NA	10	1	3	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	12	0.3333333333333333	NA	NA	4	4193	2.21	0.01	14	11.75	4.5	NA	public
Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto	Effects of ethanol on monosodium urate crystal-induced inflammation	Cytokine 42 (2008) 198Ð204	10.1016/j.cyto.2008.01.001	2008	NA	0	1	0	0	Duplicated blot	1	NA	0	0	1	1	Taku Inokuchi	Hyogo College of Medicine	34	440	2004	2010	Internal medicine|Endocrinology|Medicine|Uric acid|Diabetes mellitus|Chemistry|Excretion|Gout|Hypoxanthine|Purine	Journal publications|Conference publications|Other	Yuji Moriwaki|Sumio Takahashi|Zenta Tsutsumi|Tetsuya Yamamoto|Asako Yamamoto|Tuneyoshi Ka|Tsuneyoshi Ka|Seiichi Hirota|Hiroki Shima|Takiuchi H	Magnetic Resonance Imaging|Metabolism-clinical and Experimental|Internal Medicine|Hormone and Metabolic Research|Jcr-journal of Clinical Rheumatology|Acta Diabetologica|Cytokine|Nucleosides, Nucleotides & Nucleic Acids|Japanese Circulation Journal-english Edition|Clinica Chimica Acta	Hyogo College of Medicine|Shimane University|Tottori University	CP: Principles and Practice of Constraint Programming	10	3	10	3	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	2.125	NA	NA	4	4193	2.21	0.01	23.5	19.5	6.75	20	private
Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu	Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome	Cytokine 42 (2008) 222Ð233	10.1016/j.cyto.2008.02.005	2008	NA	0	1	0	0	Duplicated whole figure; very likely error	1	NA	0	0	1	1	Zhao Huang	Shaanxi Normal University	4	0	2019	2019	Computer science|Distributed computing|Information retrieval|Recommender system|The Internet|Euclidean distance|Semantic similarity|Service discovery|Cosine similarity|Web service	Conference publications|Journal publications	Pavel Stakhiyevich|Wei Zhao|Wei Zhao|Liu Yuan|Pavel Stakhiyevich	Electronic Commerce Research	Shaanxi Normal University	HPCC: High Performance Computing and Communications|UbiComp: Ubiquitous Computing	5	2	1	1	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	4	NA	NA	4	4193	2.21	0.01	16.25	11.5	4.75	28.5	public
Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana	Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis	Cytokine 48 (2009) 170Ð176	10.1016/j.cyto.2009.07.004	2009	NA	0	0	0	1	Duplicated/mirrored bands, manipulated	1	NA	0	0	1	1	Aramati B.M. Reddy	University of Texas Medical Branch	22	763	2006	2019	Aldose reductase|Biology|Biochemistry|Inflammation|Molecular biology|Tumor necrosis factor alpha|Chemokine|Proinflammatory cytokine|Protein kinase C|Oxidative stress	Journal publications	Kota V. Ramana|Ravinder Tammali|Satish K. Srivastava|Aruni Bhatnagar|Ashish Saxena|Satish K. Srivastava|Mohammad Shoeb|Sanjay Srivastava|Umesh C. S. Yadav|Ashok K. Chopra	Chemico-Biological Interactions|Journal of Biological Chemistry|Carcinogenesis|Investigative Ophthalmology & Visual Science|Endocrinology|Angiogenesis|Free Radical Biology and Medicine|Cytokine|International Immunopharmacology|The International Journal of Biochemistry & Cell Biology	University of Texas Medical Branch|University of Louisville|University of Colorado Denver|University of North Texas|University of Kentucky|Washington University in St. Louis|Visual Sciences	NA	10	1	10	7	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	14	1.5714285714285714	NA	NA	4	4613	2.12	0.02	14.75	12	8.75	45.5	public
Kumiko Goto, Yoshihiko Chiba, Miwa Misawa	IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells	Cytokine 46 (2009) 96Ð99	10.1016/j.cyto.2008.12.021	2009	NA	0	0	0	1	Duplicated lane within blot	1	NA	0	0	1	1	Kumiko Goto	Hoshi University	12	332	2008	2010	Downregulation and upregulation|RHOA|Biology|Contraction (grammar)|Cell biology|Pathology|microRNA|Cell|Bronchial hyperresponsiveness|Ovalbumin	Journal publications	Yoshihiko Chiba|Miwa Misawa|Hiroyasu Sakai|Miki Tanabe|Shioko Kimura|Yoshiyuki Hattori|Kimihiko Matsusue|Yoshie Maitani|Kimihiko Matsusue|Motohiko Hanazaki	American Journal of Respiratory and Critical Care Medicine|Pharmacological Research|Journal of Pharmacological Sciences|Pflügers Archiv: European Journal of Physiology|Cytokine|European Journal of Pharmacology|Journal of Smooth Muscle Research|Biological & Pharmaceutical Bulletin	Hoshi University|National Institutes of Health|Fukuoka University	NA	10	1	8	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	12	1	NA	NA	4	4613	2.12	0.02	11.5	9.75	8.5	NA	private
Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg	Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells	Cytokine 46 (2009) 72Ð78	10.1016/j.cyto.2008.12.013	2009	NA	0	0	1	0	Mirrored blot	1	NA	0	0	1	1	Surinder Safaya	Boston University	11	104	1999	2013	Biology|Genetics|Single-nucleotide polymorphism|Haplotype|Sickle cell anemia|Molecular biology|Immunology|Locus (genetics)|Allele|Fetal hemoglobin	Journal publications|Other|Conference publications	Martin H. Steinberg|Clinton T. Baldwin|Efthymia Melista|Nadia Solovieff|Paola Sebastiani|Idowu Akinsheye|Duyen A. Ngo|Ahmed M. Al-Suliman|Waleed H. Albuali|John J. Farrell	Blood Cells Molecules and Diseases|American Journal of Hematology|Molecular Immunology|Cytokine|Physiological Genomics|Blood|The American Journal of the Medical Sciences	Boston University|King Saud University|King Faisal University|Yale University|University of Dammam|University of Mississippi|Tougaloo College	ATS: American Thoracic Society International Conference	10	3	7	7	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	21	0.5238095238095238	Bachelor	finance	5	4613	2.12	0.02	15	12.5	10	74.3	private
Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma	STAT3 induces muscle stem cell differentiation by interaction with myoD	Cytokine 46 (2009) 137Ð141	10.1016/j.cyto.2008.12.015	2009	NA	0	0	1	0	Overlapping blots, two cases	1	NA	0	0	1	1	Yanping Yang	Sanofi Pasteur	72	993	1990	2013	Biology|Virology|Microbiology|Haemophilus influenzae|Immunology|Recombinant DNA|Transferrin receptor|Antigen|Bacterial vaccine|Escherichia coli	Journal publications|Patents|Other	Sheena M. Loosmore|Michel H. Klein|Robin E. Harkness|Run-Pan Du|Lisa E. Myers|Michel H. Klein|Anthony B. Schryvers|Pele Chong|Qijun Wang|Debbie C. Coleman	Infection and Immunity|Vaccine|Fems Immunology and Medical Microbiology|Molecular Microbiology|Developments in biologicals|Advances in Experimental Medicine and Biology	University of Calgary|Sanofi Pasteur|St. Louis Children's Hospital|Ohio State University	NA	10	3	6	4	0	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	30	2.4	PhD	Effects of probiotics on animal health	10	4613	2.12	0.02	13.75	11	9	NA	 
Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh	Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells	Cytokine 49 (2010) 312Ð318	10.1016/j.cyto.2009.11.020	2010	NA	0	0	0	1	Duplicated yet altered blots, multiple cases	1	NA	0	0	1	1	Ari Kassardjian	American University of Beirut	3	27	2007	2010	Na+/K+-ATPase|Biology|Caspase|Molecular biology|Biochemistry|ATPase|Sodium-Potassium-Exchanging ATPase|Downregulation and upregulation|Tumor necrosis factor alpha|NF-<U+03BA>B	Journal publications	Sawsan Ibrahim Kreydiyyeh|Zeina Dakroub|Ola El Zein|Maya F. Serhan|Sarah Riman	Journal of Cellular Physiology|Cytokine|Prostaglandins & Other Lipid Mediators	American University of Beirut	NA	5	1	3	1	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	13	0.23076923076923078	PhD	PhD to MD Program (HEAL-X)	10	4998	3.54	0.01	12.25	9.5	4.75	47.6	private
Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood	MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1	Cytokine 56 (2011) 245Ð255	10.1016/j.cyto.2011.06.006	2011	NA	0	1	0	0	Duplicated negative blot	1	NA	0	0	1	1	Hong Yu	Medical University of South Carolina	28	555	2004	2016	Biology|Molecular biology|Immunology|Inflammation|MAPK/ERK pathway|Cytokine|Medicine|Aggregatibacter actinomycetemcomitans|Proinflammatory cytokine|Cancer research	Journal publications	Keith L. Kirkwood|Bethany A. Herbert|Qiyan Li|Maria F. Lopes-Virella|Xiaoming Zhang|Yanchun Li|Yan Huang|Zhongyang Lu|Renny T. Franceschi|Guisheng Zhao	Journal of Dental Research|Journal of Bone and Mineral Research|Cancer Research|Cytokine|Gene Therapy|Journal of Biological Chemistry|Journal of Periodontal Research|Journal of Lipid Research|PLOS ONE|Lipids in Health and Disease	Medical University of South Carolina|University of Michigan|College of Charleston|Clemson University|Guilin Medical University|United States Army Medical Research Institute of Infectious Diseases	NA	10	1	10	6	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	16	1.75	PhD	Biological Sciences	10	5401	3.02	0.01	14	9.75	5.5	51.9	public
Markus Neumeier, Sabrina Bauer, Hilke Bru_hl, Kristina Eisinger, Andrea Kopp, Sabine Abke, Roland Walter, Andreas SchŠffler, Christa Buechler n	Adiponectin stimulates release of CCL2, -3, -4 and -5 while the surface abundance of CCR2 and -5 is simultaneously reduced in primary human monocytes	Cytokine 56 (2011) 573Ð580	10.1016/j.cyto.2011.08.017	2011	NA	0	0	1	0	Two cases of duplicated blots, different exposure	1	2013-06-01	0	1	0	1	Markus Neumeier	University of Regensburg	88	4230	2005	2019	Internal medicine|Endocrinology|Biology|Adiponectin|Adipokine|Medicine|Adipocyte|Adipose tissue|Biochemistry|Inflammation	Journal publications|Other	Christa Buechler|Andreas Schäffler|Johanna Weigert|Jürgen Schölmerich|Josef Wanninger|Charalampos Aslanidis|Andrea Kopp|Sabrina Bauer|J. Schölmerich|Thomas S. Weiss	Biochimica et Biophysica Acta|Endocrinology|FEBS Letters|Clinical Endocrinology|Biochemical and Biophysical Research Communications|Immunology|World Journal of Gastroenterology|Cytokine|Obesity|Inflammatory Bowel Diseases	University of Regensburg|University of Washington|University of Sydney|University of Barcelona|Boston University	NA	10	2	10	5	0	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	15	5.866666666666666	NA	NA	4	5401	3.02	0.01	12.75	8.25	4.75	50.4	public
Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan	Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury	Cytokine 54 (2011) 305Ð314	10.1016/j.cyto.2011.02.016	2011	NA	0	0	1	0	Overlapping microscopy, duplicated blots, multiple cases	1	NA	0	0	1	1	Ping Chen	Hunan Normal University	40	941	2000	2020	Chromatography|Membrane protein|Biochemistry|Chemistry|Biology|Proteomics|Membrane|Mass spectrometry|Proteome|Centrifugation	Journal publications	Songping Liang|Xianchun Wang|Rui Cao|Yong Lin|Zhen Liu|Xuanwen Li|Jian Zhou|Quanyuan He|Jixian Xiong|Jianglin Li	Journal of Proteome Research|Electrophoresis|Analytical Biochemistry|Stem Cells International|Journal of Neurochemistry|Rapid Communications in Mass Spectrometry|Cell Transplantation|Proteomics|Toxicon|Molecular and Cellular Biochemistry	Hunan Normal University|Chongqing Medical University|Hunan Agricultural University|Central South University|Hunan University|Fujian University of Traditional Chinese Medicine	NA	10	1	10	6	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	20	2	NA	NA	4	5401	3.02	0.01	13.25	10.25	5.75	19.7	public 
Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu	CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration	Cytokine 53 (2011) 42Ð51	10.1016/j.cyto.2010.09.007	2011	NA	0	0	0	1	Duplication, stretching, what not, the lot	1	NA	0	0	1	1	Ye Zeng	Sichuan University	48	712	1993	2019	Biology|Glycocalyx|Heparan sulfate|Cell biology|Cancer research|Syndecan 1|Biochemistry|Endothelial stem cell|Immunology|Chondroitin sulfate	Journal publications|Patents|Other	John M. Tarbell|Xiaoheng Liu|Jiang Wu|Jingxia Liu|Zhiping Yan|Xinghong Yao|Bingmei M. Fu|Eno E. Ebong|Roger H. Adamson|Fitz Roy E Curry	PLOS ONE|American Journal of Physiology-heart and Circulatory Physiology|International Journal of Cancer|Oncotarget|Oncology Letters|Cellular and Molecular Biology|Progress in Biophysics & Molecular Biology|Experimental Cell Research|International Journal of Molecular Medicine|PeerJ	Sichuan University|City College of New York|City University of New York|Albert Einstein College of Medicine|University of California, Davis|Harvard University|Kettering University|Ohio State University|Sun Yat-sen University|Xinjiang Medical University	NA	10	3	10	10	0	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	27	1.7777777777777777	PhD	Chemistry	10	5401	3.02	0.01	11.5	8.5	5	50.1	public 
Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li	Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells	Cytokine 56 (2011) 365Ð375	10.1016/j.cyto.2011.06.005	2011	NA	0	0	0	1	Duplicated bands in different order	1	NA	0	0	1	1	Yue Wang	Tianjin University	18	593	2010	2019	Biology|MAPK/ERK pathway|Protein kinase B|PI3K/AKT/mTOR pathway|Autocrine signalling|Cancer research|Immunology|XIAP|Cell biology|Cisplatin	Journal publications|Other|Patents	Ling Zhi Li|Ye Qu|Wei Jia Sun|Xiu Long Niu|Xiao Lei Zhang|Ya Qin Zhu|Jian Wu|Rui Cheng Xu|Xin Jin|Jing Sun	Cytokine|Cancer Letters|Phytomedicine|Molecular and Cellular Endocrinology|Scientific Reports|Nutrition Research|International Immunopharmacology|Cell and Tissue Research|Chinese Herbal Medicines|Journal of Molecular Endocrinology	Tianjin University|Tianjin Medical University	NA	10	3	10	2	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	10	1.8	Associate	Clinical Trials Design and Management	3	5401	3.02	0.01	10.75	7.75	4.75	52.5	public 
Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang	Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway	Cytokine 60 (2012) 360Ð368	10.1016/j.cyto.2012.04.029	2012	NA	0	0	0	1	Duplicated blot, lanes within blot	1	NA	0	0	1	1	Hong-Xia Wang	Capital Medical University	44	728	2009	2019	Internal medicine|Endocrinology|Biology|Medicine|Apoptosis|Angiotensin II|Ischemia|Protein kinase B|Inflammation|Receptor	Journal publications	Hui-Hua Li|Jie Du|Xiang-Jun Zeng|Hui Yang|Cui Tian|Chaoshu Tang|Yunlong Xia|Lei Wang|Fenghe Du|Caixia Guo	PLOS ONE|Peptides|Apoptosis|Free Radical Biology and Medicine|American Journal of Hypertension|Cellular Physiology and Biochemistry|Hypertension|Life Sciences|Scientific Reports|Heart and Vessels	Capital Medical University|Dalian Medical University|Temple University|Xi'an Jiaotong University|Peking University|Shandong University of Traditional Chinese Medicine|Shandong University|University of Maryland, College Park|Peking Union Medical College Hospital|Beijing Jishuitan Hospital	NA	10	1	10	10	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	11	4	NA	NA	4	5872	2.52	0.01	20.5	17.75	11.5	34.3	public 
Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa	Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ÔÔsix-mixÕÕ amphiboles and subsequent activation of BEAS-2B cells	Cytokine 60 (2012) 718Ð730	10.1016/j.cyto.2012.08.025	2012	NA	0	1	0	0	Duplicated actin blot	1	2017-06-01	0	1	0	1	Muyao Li	University of Vermont	28	912	1994	2017	Biology|Biochemistry|Vascular smooth muscle|Molecular biology|MAPK/ERK pathway|Protein kinase B|Cell biology|Signal transduction|Internal medicine|Phosphorylation	Journal publications|Other	Naomi K. Fukagawa|Jen-Fu Chiu|Brooke T. Mossman|Matthew E. Poynter|Brian C. Palmer|Qing-Yu He|Ping Liang|Erin Parker|Cynthia R. Timblin|Britt A. Holmén	Journal of Cellular Physiology|Journal of Cellular Biochemistry|Journal of Biological Chemistry|Environmental Science & Technology|Free Radical Biology and Medicine|Cytokine|Antioxidants & Redox Signaling|Carcinogenesis|Air Quality, Atmosphere & Health|Brain Research	University of Vermont|University of Hong Kong|University of Idaho|University of Alberta|Shantou University|Keene State College|University of Southern California|University of Alabama at Birmingham|University of Miami|University of Oulu	NA	10	2	10	10	0	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	26	1.0769230769230769	NA	NA	4	5872	2.52	0.01	13.25	9.5	5.75	49.9	public  
Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim	Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells	Cytokine 60 (2012) 284Ð293	10.1016/j.cyto.2012.05.021	2012	NA	0	0	0	1	Multiple, multiple cases of duplicated lanes within blots/gels	1	NA	0	0	1	1	Yong-Duk Park	Kyung Hee University	50	409	2009	2019	Chemistry|Dentistry|Chromatography|Materials science|Medicine|High-performance liquid chromatography|Analytical chemistry|Amperometry|Fluoride|RUNX2	Journal publications|Conference publications|Other	Ha-Jeong Kwon|Eun-Cheol Kim|Jong-Hwa Jang|Hye-Jin Baek|Youn-Hee Choi|Yeon-Kyung Lee|Keun-Bae Song|S.H. Jeong|Young-Suk Kim|Yoon-Jong Oh	Journal of Dentistry|PLOS ONE|Journal of Biomaterials Applications|Journal of Chromatography A|Cytokine|Clinical Oral Implants Research|Archives of Pharmacal Research|International Dental Journal|Journal of Periodontology|Dental Materials Journal	Kyung Hee University|Hanseo University|Kyungpook National University|Science College|Dankook University|Chonbuk National University|Chonnam National University|UPRRP College of Natural Sciences|Hallym University|Korea University	BMEI: BioMedical Engineering and Informatics	10	3	10	10	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	11	4.545454545454546	Other	Study Abroad in China (Partnered with Sichuan University, Chengdu)	1	5872	2.52	0.01	25.75	19.5	9.75	47.2	private  
Christina Galloway, Munmun Chattopadhyay 	Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes	Cytokine 63 (2013) 1Ð5	10.1016/j.cyto.2013.04.009	2013	NA	0	0	1	0	Duplicated control panel, stretched	1	NA	0	0	1	1	Christina Galloway	University of Michigan	1	32	2013	2013	Internal medicine|Chemokine|Endocrinology|Proinflammatory cytokine|Tumor necrosis factor alpha|Inflammation|Neuropathic pain|Type 2 diabetes|Diabetic neuropathy|Diabetes mellitus	Journal publications	Munmun Chattopadhyay	Cytokine	University of Michigan	NA	1	1	1	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	7	0.14285714285714285	NA	NA	4	6671	2.87	0.02	13.25	9	7.5	83.3	public
Kyoung Sik Park (only one author)	Aucubin, a naturally occurring iridoid glycoside inhibits TNF-_-induced inflammatory responses through suppression of NF-_B activation in 3T3-L1 adipocytes	Cytokine 62 (2013) 407Ð412	10.1016/j.cyto.2013.04.005	2013	NA	0	0	0	1	Multiple cases of duplicated bands within same blot panel	1	NA	0	0	1	1	Kyoung Sik Park (only one author)	Cheongju University	8	64	2013	2018	Biology|Biochemistry|Inflammation|Adipocyte|Internal medicine|Endocrinology|Tumor necrosis factor alpha|Adipokine|Receptor|Peroxisome proliferator-activated receptor	Journal publications|Other	Oran Kwon|Jae-Ho Shin|Min Young Park|Joohee Kim|Hye Min Lee|Tae Kon Kim|Yeni Lim|Jae Keun Yoo|Yoon Hee Ahn|Seiko Koizumi	Pharmaceutical Biology|Cytokine|Journal of Natural Medicines|Plant Foods for Human Nutrition|International Journal of Peptide Research and Therapeutics	Cheongju University|Ewha Womans University|Eulji University	NA	10	2	5	3	0	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	7	1.1428571428571428	NA	NA	4	6671	2.87	0.02	14.5	11	8.75	NA	private
Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang 	The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation	Cytokine 70 (2014) 87Ð96	10.1016/j.cyto.2014.07.249	2014	NA	0	0	1	0	Duplicated FACS panel, gated differently	1	NA	0	0	1	1	Bin-Bin Ni	Huazhong University of Science and Technology	2	2	2014	2014	Engineering|Aerospace|Metallurgy|Current density|System of measurement|Automotive industry|Ductility|Electric current|Control engineering|Volt-ampere	Conference publications	Jiangtao Shi|Xiaotao Han|Qi Chen|Lantao Huang|Xinyu Duan|Jianfeng Xie|Lei Yao	NA	Huazhong University of Science and Technology	IMTC: Instrumentation and Measurement Technology Conference|CCDC: Chinese Control and Decision Conference	7	1	0	1	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6	0.3333333333333333	PhD	Physical Chemistry	10	7066	2.66	0.02	18.5	23	18	59.6	public
Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar	A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells	Science 321, 1357 (2008)	10.1126/science.1156725	2008	NA	0	0	1	0	Duplicated panel, different exposure?	1	2015-10-02	0	1	0	1	Hui Li	Second Military Medical University	2	17	2012	2013	Pathology|Cirrhosis|Fibrosis|CTGF|Internal medicine|Liver injury|Hepatitis B|Carcinoma|Hepatocellular carcinoma|Liver cell	Journal publications	Olav A. Gressner|Axel M. Gressner|Meng Fang|Chun Fang Gao|Lun Gen Lu|Chunfang Gao|Fang Meng	Clinica Chimica Acta|Hepatology	Second Military Medical University|Shanghai Jiao Tong University	NA	7	1	2	2	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	8	0.25	PhD	Biostatistics	10	409290	28.1	1.58	19.25	16.5	5.5	27.7	public
Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel	Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate	Science 325, 1254 (2009)	10.1126/science.1176709	2009	NA	0	1	0	0	Duplicated blot panel	1	NA	0	0	1	1	Nitai C. Hait	Virginia Commonwealth University	49	5885	2005	2020	Biology|Sphingosine|Biochemistry|Cell biology|Sphingosine kinase|SPHK2|Sphingosine kinase 1|Immunology|Sphingosine-1-phosphate|Lipid signaling	Journal publications|Other	Sarah Spiegel|Sheldon Milstien|Jeremy C. Allegood|Michael Maceyka|Tomasz Kordula|Kuzhuvelil B. Harikumar|Kazuaki Takabe|Cheng Luo|Graham M. Strub|Masayuki Nagahashi	Journal of Biological Chemistry|Science|The FASEB Journal|Nature|Cancer Research|Cancer Cell|Biochimica et Biophysica Acta|Nature Neuroscience|Advances in Experimental Medicine and Biology|Mediators of Inflammation	Virginia Commonwealth University|Chinese Academy of Sciences|National Institutes of Health|National Scientific and Technical Research Council|Centre national de la recherche scientifique|Georgia Institute of Technology|French Institute of Health and Medical Research|VCU Medical Center|Washington University in St. Louis|University of São Paulo	NA	10	2	10	10	0	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	15	3.2666666666666666	PhD	Biochemistry and Molecular Biology	10	444643	29.75	1.52	13.75	11.25	9	52.5	public  
Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, ZŸmrŸt Duygu Sen, Turgay Dalkaraen	Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels	Science 339, 1092 (2013)	10.1126/science.1231897	2013	NA	0	0	0	1	Duplicated mirrored band, stamping in background	1	2015-10-02	0	1	0	1	Hulya Karatas	NA	1	0	2013	2013	Cortical spreading depression|Neuroscience|Medicine|Telecommunications	Other	NA	NA	NA	NA	0	1	0	0	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	7	0.14285714285714285	Master	Master of Business Administration (MBA)	7	537035	31.48	1.28	20.25	18	12.25	NA	 
Hideki Sakahira, Masato Enari, & Shigekazu Nagata	Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis	Nature. 1998 Jan 1;391(6662):96-9.	10.1038/34214	1998	Jan	0	0	0	1	Duplicated lanes within same gel panel	1	2015-10-29	0	1	0	1	Hideki Sakahira	Osaka University	21	7659	1998	2015	Molecular biology|Biology|ICAD|Caspase-activated DNase|Fragmentation (cell biology)|Caspase|Apoptotic DNA fragmentation|Caspase 3|Programmed cell death|DNA fragmentation	Journal publications	Shigekazu Nagata|Masato Enari|Akihiro Iwamatsu|Hideki Yokoyama|Katsuya Okawa|Masato Enari|Yoshiyuki Ohsawa|Yasuo Uchiyama|Naomi Mukae|Dorian McIlroy	Nature|Journal of Biological Chemistry|Genes & Development|Journal of Cell Biology|Proceedings of the National Academy of Sciences of the United States of America|Current Biology|Oncogene|Nature Structural & Molecular Biology|Cell Death & Differentiation|Journal of Molecular Biology	Osaka University|Kumamoto University|Mayo Clinic|University of Edinburgh|University of Tokyo|University of Zurich|Imperial College London|National Institute of Advanced Industrial Science and Technology	NA	10	1	10	8	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	22	0.9545454545454546	NA	NA	4	288026	28.83	NA	27.5	0	0	59.8	public 
